ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
9.1.0,true,aws,aws.cloudwatch.event_id,keyword,custom,,example-event_id,The unique identifier for the CloudWatch log event.
9.1.0,true,aws,aws.cloudwatch.ingestion_time,date,custom,,2023-01-01T00:00:00.000Z,The time the CloudWatch log event was ingested.
9.1.0,true,aws,aws.cloudwatch.log_group,keyword,custom,,example-log_group,CloudWatch log group name that organizes log streams
9.1.0,true,aws,aws.cloudwatch.log_stream,keyword,custom,,example-log_stream,CloudWatch log stream name that represents a sequence of log events from the same source
9.1.0,true,aws,aws.cloudwatch.log_stream_name,keyword,custom,,example-log_stream_name,The name of the CloudWatch log stream.
9.1.0,true,aws,aws.cloudwatch.metric.name,keyword,custom,,example-name,CloudWatch metric name extracted from OpenTelemetry format data
9.1.0,true,aws,aws.cloudwatch.metric.value,long,custom,,12345,CloudWatch metric value extracted from OpenTelemetry format data
9.1.0,true,aws,aws.cloudwatch.namespace,keyword,custom,,example-namespace,The namespace specified when querying CloudWatch API for organizing metrics into groups
9.1.0,true,aws,aws.cloudwatch.otel_timestamp,long,custom,,12345,OpenTelemetry timestamp in nanoseconds since Unix epoch
9.1.0,true,aws,aws.cloudwatch.start_timestamp,keyword,custom,,example-start_timestamp,Start timestamp from CloudWatch metrics data indicating when the monitoring period began
9.1.0,true,aws,aws.cloudwatch.timestamp,keyword,custom,,example-timestamp,Original timestamp from CloudWatch metrics data in ISO8601 format
9.1.0,true,aws,aws.dimensions,object,custom,,,CloudWatch metric dimensions as key-value pairs that provide additional context for metrics
9.1.0,true,aws,aws.ec2_ip_address,ip,custom,,192.168.1.1,The IP address of the EC2 instance.
9.1.0,true,aws,aws.elb_action_executed,keyword,custom,,example-elb_action_executed,The action executed by the load balancer.
9.1.0,true,aws,aws.elb_alpn_be_protocol,keyword,custom,,example-elb_alpn_be_protocol,The Application-Layer Protocol Negotiation (ALPN) protocol used for the back-end connection.
9.1.0,true,aws,aws.elb_alpn_client_preference_list,keyword,custom,,example-elb_alpn_client_preference_list,The list of ALPN protocols preferred by the client.
9.1.0,true,aws,aws.elb_alpn_fe_protocol,keyword,custom,,example-elb_alpn_fe_protocol,The Application-Layer Protocol Negotiation (ALPN) protocol used for the front-end connection.
9.1.0,true,aws,aws.elb_backend_http_response_status_code,long,custom,,12345,The HTTP response status code from the backend.
9.1.0,true,aws,aws.elb_backend_ip,ip,custom,,192.168.1.1,The IP address of the backend instance.
9.1.0,true,aws,aws.elb_backend_port,keyword,custom,,example-elb_backend_port,The port number of the backend instance.
9.1.0,true,aws,aws.elb_backend_processing_time_sec,float,custom,,,Total seconds load balancer spent sending request to backend and receiving response from instance
9.1.0,true,aws,aws.elb_chosen_cert.arn,keyword,custom,,example-arn,The ARN of the chosen certificate as reported by the log source.
9.1.0,true,aws,aws.elb_chosen_cert_arn,keyword,custom,,example-elb_chosen_cert_arn,The ARN of the chosen certificate.
9.1.0,true,aws,aws.elb_chosen_cert_serial,keyword,custom,,example-elb_chosen_cert_serial,The serial number of the chosen certificate.
9.1.0,true,aws,aws.elb_classification,keyword,custom,,example-elb_classification,The classification of the request.
9.1.0,true,aws,aws.elb_classification_reason,keyword,custom,,example-elb_classification_reason,The reason for the classification.
9.1.0,true,aws,aws.elb_connection_time.ms,float,custom,,,"The time, in milliseconds, that the connection was open."
9.1.0,true,aws,aws.elb_connection_time_ms,float,custom,,,"The total time, in milliseconds, that the connection was open."
9.1.0,true,aws,aws.elb_error_reason,keyword,custom,,example-elb_error_reason,The reason for the error.
9.1.0,true,aws,aws.elb_incoming_tls_alert,keyword,custom,,example-elb_incoming_tls_alert,The TLS alert received from the client.
9.1.0,true,aws,aws.elb_leaf_client_cert_not_after,date,custom,,2023-01-01T00:00:00.000Z,The date and time after which the client certificate is not valid.
9.1.0,true,aws,aws.elb_leaf_client_cert_not_before,date,custom,,2023-01-01T00:00:00.000Z,The date and time before which the client certificate is not valid.
9.1.0,true,aws,aws.elb_leaf_client_cert_serial_number,keyword,custom,,example-elb_leaf_client_cert_serial_number,The serial number of the client certificate.
9.1.0,true,aws,aws.elb_leaf_client_cert_subject,keyword,custom,,example-elb_leaf_client_cert_subject,The subject of the client certificate.
9.1.0,true,aws,aws.elb_listener,keyword,custom,,example-elb_listener,The listener associated with the connection.
9.1.0,true,aws,aws.elb_matched_rule_priority,keyword,custom,,example-elb_matched_rule_priority,The priority of the matched rule.
9.1.0,true,aws,aws.elb_name,keyword,custom,,example-elb_name,The name of the Elastic Load Balancer.
9.1.0,true,aws,aws.elb_protocol,keyword,custom,,example-elb_protocol,"The protocol used by the Elastic Load Balancer (e.g., HTTP, HTTPS)."
9.1.0,true,aws,aws.elb_redirect_url,keyword,custom,,example-elb_redirect_url,The URL to which the request was redirected.
9.1.0,true,aws,aws.elb_request_processing_time_sec,float,custom,,,Total seconds load balancer spent receiving request from client and sending to backend instance
9.1.0,true,aws,aws.elb_response_processing_time_sec,float,custom,,,Total seconds load balancer spent receiving backend response and sending to client
9.1.0,true,aws,aws.elb_ssl_cipher,keyword,custom,,example-elb_ssl_cipher,The SSL cipher used for the connection.
9.1.0,true,aws,aws.elb_ssl_named_group,keyword,custom,,example-elb_ssl_named_group,The named group used for the SSL connection.
9.1.0,true,aws,aws.elb_ssl_protocol,keyword,custom,,example-elb_ssl_protocol,The SSL protocol used for the connection.
9.1.0,true,aws,aws.elb_target_group.arn,keyword,custom,,example-arn,The Amazon Resource Name (ARN) of the target group as reported.
9.1.0,true,aws,aws.elb_target_group_arn,keyword,custom,,example-elb_target_group_arn,The ARN of the target group.
9.1.0,true,aws,aws.elb_target_port,keyword,custom,,example-elb_target_port,The port of the target.
9.1.0,true,aws,aws.elb_target_status_code,keyword,custom,,example-elb_target_status_code,The status code of the target.
9.1.0,true,aws,aws.elb_tls_connection_creation_time,date,custom,,2023-01-01T00:00:00.000Z,The time when the TLS connection was created.
9.1.0,true,aws,aws.elb_tls_connection_creation_time_str,date,custom,,2023-01-01T00:00:00.000Z,The time when the TLS connection was created as reported by the log source.
9.1.0,true,aws,aws.elb_tls_error_code,keyword,custom,,example-elb_tls_error_code,The TLS error code as reported by AWS ELB.
9.1.0,true,aws,aws.elb_tls_handshake_latency,float,custom,,,The latency of the TLS handshake as reported by the log source.
9.1.0,true,aws,aws.elb_tls_handshake_time.ms,float,custom,,,"The time, in milliseconds, that the TLS handshake took."
9.1.0,true,aws,aws.elb_tls_handshake_time_ms,float,custom,,,"The total time, in milliseconds, that the TLS handshake took."
9.1.0,true,aws,aws.elb_tls_verify_status,keyword,custom,,example-elb_tls_verify_status,The TLS verification status as reported by AWS ELB.
9.1.0,true,aws,aws.elb_trace_id,keyword,custom,,example-elb_trace_id,The trace ID of the request.
9.1.0,true,aws,aws.elb_type,keyword,custom,,example-elb_type,"The type of Elastic Load Balancer (e.g., application, network)."
9.1.0,true,aws,aws.exporter.arn,keyword,custom,,example-arn,Amazon Resource Name (ARN) of the CloudWatch metric stream exporter
9.1.0,true,aws,aws.firehose.arn,keyword,custom,,example-arn,Amazon Resource Name (ARN) for the Kinesis Data Firehose delivery stream
9.1.0,true,aws,aws.firehose.delivery_stream_arn,keyword,custom,,example-delivery_stream_arn,Amazon Resource Name (ARN) of the Kinesis Data Firehose delivery stream used for log delivery
9.1.0,true,aws,aws.firehose.delivery_stream_request_id,keyword,custom,,example-delivery_stream_request_id,Unique request identifier for the Firehose delivery stream operation
9.1.0,true,aws,aws.firehose.request_id,keyword,custom,,example-request_id,Unique identifier for the Firehose HTTP request
9.1.0,true,aws,aws.firehose.subscription_filters,keyword,custom,,example-subscription_filters,CloudWatch Logs subscription filters associated with the Firehose delivery stream
9.1.0,true,aws,aws.firehose.timestamp,keyword,custom,,example-timestamp,Original timestamp from Firehose log data preserving the exact time when the log event was generated
9.1.0,true,aws,aws.firewall_alert_category,keyword,custom,,example-firewall_alert_category,The category of the alert generated by the AWS Network Firewall.
9.1.0,true,aws,aws.firewall_alert_rev_id,keyword,custom,,example-firewall_alert_rev_id,The revision ID of the alert signature.
9.1.0,true,aws,aws.firewall_alert_severity,long,custom,,12345,The severity level of the alert generated by the AWS Network Firewall.
9.1.0,true,aws,aws.firewall_alert_signature,keyword,custom,,example-firewall_alert_signature,The name or description of the alert signature.
9.1.0,true,aws,aws.firewall_alert_signature_id,long,custom,,12345,The unique identifier for the alert signature.
9.1.0,true,aws,aws.firewall_flow,nested,custom,,,The network flow information related to the event.
9.1.0,true,aws,aws.firewall_flow.age,long,custom,,12345,The age of the network flow in seconds.
9.1.0,true,aws,aws.firewall_flow.bytes,long,custom,,12345,The total number of bytes transferred in the network flow.
9.1.0,true,aws,aws.firewall_flow.end,keyword,custom,,example-end,The timestamp indicating when the network flow ended.
9.1.0,true,aws,aws.firewall_flow.id,keyword,custom,,example-id,The unique identifier for the network flow.
9.1.0,true,aws,aws.firewall_flow.max_ttl,long,custom,,12345,The maximum time-to-live (TTL) value observed in the network flow.
9.1.0,true,aws,aws.firewall_flow.min_ttl,long,custom,,12345,The minimum time-to-live (TTL) value observed in the network flow.
9.1.0,true,aws,aws.firewall_flow.pkts,long,custom,,12345,The total number of packets transferred in the network flow.
9.1.0,true,aws,aws.firewall_flow.start,keyword,custom,,example-start,The timestamp indicating when the network flow started.
9.1.0,true,aws,aws.firewall_tcp_flags,keyword,custom,,example-firewall_tcp_flags,The TCP flags associated with the event.
9.1.0,true,aws,aws.guardduty.account_id,keyword,custom,,example-account_id,The twelve-digit AWS account ID associated with the GuardDuty finding.
9.1.0,true,aws,aws.guardduty.arn,keyword,custom,,example-arn,The Amazon Resource Name (ARN) generated for the specific GuardDuty finding.
9.1.0,true,aws,aws.guardduty.confidence,float,custom,,,The confidence level (0-100) associated with the accuracy of the finding.
9.1.0,true,aws,aws.guardduty.created_at,date,custom,,2023-01-01T00:00:00.000Z,The timestamp indicating when the finding was initially created by GuardDuty.
9.1.0,true,aws,aws.guardduty.description,keyword,custom,,example-description,A detailed description explaining the potential security issue identified by GuardDuty.
9.1.0,true,aws,aws.guardduty.id,keyword,custom,,example-id,The unique identifier assigned to this specific GuardDuty finding event.
9.1.0,true,aws,aws.guardduty.partition,keyword,custom,,example-partition,"The AWS partition where the finding occurred (e.g., aws, aws-cn)."
9.1.0,true,aws,aws.guardduty.region,keyword,custom,,example-region,The specific AWS Region where the potential security issue was detected.
9.1.0,true,aws,aws.guardduty.resource.access_key_details.accesskey_id,keyword,custom,,example-accesskey_id,The access key ID related to the compromised AWS resource finding.
9.1.0,true,aws,aws.guardduty.resource.access_key_details.principal_id,keyword,custom,,example-principal_id,The principal ID associated with the identified AWS access key event.
9.1.0,true,aws,aws.guardduty.resource.access_key_details.user.name,keyword,custom,,example-name,The username connected to the involved AWS access key credentials involved.
9.1.0,true,aws,aws.guardduty.resource.access_key_details.user.type,keyword,custom,,example-type,"The type of user associated with the access key (e.g., IAMUser)."
9.1.0,true,aws,aws.guardduty.resource.container_details.container_runtime,keyword,custom,,example-container_runtime,The runtime environment used by the container involved in the finding.
9.1.0,true,aws,aws.guardduty.resource.container_details.id,keyword,custom,,example-id,The unique identifier of the container involved in the detected event.
9.1.0,true,aws,aws.guardduty.resource.container_details.image.prefix,keyword,custom,,example-prefix,The prefix part of the container image name identified in finding.
9.1.0,true,aws,aws.guardduty.resource.container_details.image.value,keyword,custom,,example-value,The full name of the container image related to the finding.
